Unnamed: 0,name,demographic,video_id,comment,author,like_count,published_at,sexism,racism,violence,appearance,ability,non-offensive
28,@just.everythings11,female,V2_GU-0jNfw,Alessia Russo one lf my Favorite player In final Against my Favorite club 💙❤ FC Barcelona 🤝,@just.everythings11,2,2025-04-28T05:23:42Z,0,0,0,0,0,1
28,@just.everythings11,female,V2_GU-0jNfw,"Mariona against his Former Club in Final Fc Barcelona 
💙❤🤝❤🤍",@just.everythings11,0,2025-04-28T05:22:54Z,0,0,0,0,0,1
28,@just.everythings11,female,V2_GU-0jNfw,BARCELONA Favorite Club in Final against The club i really Like Arsenal,@just.everythings11,0,2025-04-28T05:18:58Z,0,0,0,0,0,1
39,@Allison-s6p,female,V2_GU-0jNfw,"Well done, Arsenal. What a match.   Russo wants to create something beautiful.",@Allison-s6p,152,2025-04-28T04:39:32Z,0,0,0,0,0,1
39,@Allison-s6p,female,AtKJV6Gjzag,"I'm not the only Arsenal supporter who would be thrilled to see Kim Little lift the trophy.  This team has a lot of talented players, and it's amazing to watch them perform for one another.  Do it for Kim.",@Allison-s6p,115,2025-04-28T04:47:19Z,0,0,0,0,0,1
46,@bd9531,male,V2_GU-0jNfw,"Arsenal played well and deserved to win, but omfg did Lyon play badly.  I've never seen such a poor, discombobulated, uncomposed & strange performance from this Lyon team... even their last 5-1 loss to Arsenal wasn't as bad.  Did they all go out partying Saturday night?",@bd9531,0,2025-04-28T04:13:16Z,0,0,0,0,0,1
49,@paulie4450,female,V2_GU-0jNfw,Renee you have rocked my world! 😅😍,@paulie4450,0,2025-04-28T03:54:31Z,0,0,0,0,0,1
50,@Amir00076,male,V2_GU-0jNfw,สุดยอด,@Amir00076,0,2025-04-28T03:54:08Z,0,0,0,0,0,0
51,@asset1014,male,V2_GU-0jNfw,марья ивановна удары райса пересматривала,@asset1014,0,2025-04-28T03:47:09Z,0,0,0,0,0,1
53,@Arrowhead707,male,V2_GU-0jNfw,Congratulations Ladies what comeback what a win COYG,@Arrowhead707,0,2025-04-28T03:44:54Z,0,0,0,0,0,1
58,@EmaLee418,female,V2_GU-0jNfw,This is ARSENAL ❤❤❤,@EmaLee418,2,2025-04-28T03:25:50Z,0,0,0,0,0,1
88,@williams6334,male,V2_GU-0jNfw,Imagine if Arsenal manage to pull off the CL double? One can dream :),@williams6334,2,2025-04-28T01:27:17Z,0,0,0,0,0,1
89,@anaconda7184,male,V2_GU-0jNfw,"What a match, well done Arsenal.  Russo's goal a thing of beauty.",@anaconda7184,7,2025-04-28T01:24:03Z,0,0,0,0,0,1
95,@Bigm_hunna,male,V2_GU-0jNfw,COYG❤️🤍,@Bigm_hunna,0,2025-04-28T01:14:59Z,0,0,0,0,0,1
109,@rahmath.5629,male,V2_GU-0jNfw,"Uwoooooow, Arsenal Women doing so great!!!!!",@rahmath.5629,1,2025-04-28T00:30:46Z,0,0,0,0,0,1
115,@adel8798,male,V2_GU-0jNfw,"Semifinal femina Masuk final, tinggal nunggu arsenal laki laki masuk final,,",@adel8798,0,2025-04-28T00:14:16Z,0,0,0,0,0,0
138,@Ricky_J44,male,V2_GU-0jNfw,"Congrats lads, Alot of Education🎓 input. in your Game, text book passes,..on the other side  Li women were just running towards different directions of the wind! COYG💪.. we don't negotiate, we act😎",@Ricky_J44,0,2025-04-27T23:16:58Z,0,0,0,0,0,1
141,@sharde8581,female,V2_GU-0jNfw,Amazing,@sharde8581,1,2025-04-27T23:14:32Z,0,0,0,0,0,1
144,@lidya39,female,V2_GU-0jNfw,"UEFA Youth league: Trobzonspor vs Barcelona 
UEFA Womens Champions league: Asenal vs Barcelona
UEFA 
Champions league: Arsenal vs Barcelona???",@lidya39,2,2025-04-27T23:10:18Z,0,0,0,0,0,1
155,@weplay2350,female,V2_GU-0jNfw,watch out PSG. U in danger..🔥🔥🔥 this season is ARSENAL SEASON,@weplay2350,0,2025-04-27T22:59:25Z,0,0,0,0,0,1
158,@กิตติศักดิ์ศักดิ์ศรีกลม,female,V2_GU-0jNfw,สุดยอด คัมแบ็ค,@กิตติศักดิ์ศักดิ์ศรีกลม,1,2025-04-27T22:57:01Z,0,0,0,0,0,0
166,@Uda007,male,V2_GU-0jNfw,McCabe stopped that shot in front of the goal with her head without fear; it looked like a cyborg was defending our goal post. Hahaha... Crazy.,@Uda007,4,2025-04-27T22:45:08Z,0,0,0,0,0,1
180,@Henry_Kojo,male,V2_GU-0jNfw,¡Felicidades Arsenal!!! ¡Nos vemos en Lisboa el 24 de mayo!!!,@Henry_Kojo,4,2025-04-27T22:29:38Z,0,0,0,0,0,1
192,@mohsinali-10,male,V2_GU-0jNfw,Coyg!!!!!!!!,@mohsinali-10,0,2025-04-27T22:12:48Z,0,0,0,0,0,1
197,@x_kelly_potter_x,female,V2_GU-0jNfw,COYG! <3,@x_kelly_potter_x,1,2025-04-27T22:09:35Z,0,0,0,0,0,1
203,@kennyken6887,male,AtKJV6Gjzag,Go go my girls ❤🎉🎉🎉🎉🎉🎉,@kennyken6887,0,2025-04-28T06:25:11Z,0,0,0,0,0,1
211,@Allison-s6p,female,V2_GU-0jNfw,"Well done, Arsenal. What a match.   Russo wants to create something beautiful.",@Allison-s6p,152,2025-04-28T04:39:32Z,0,0,0,0,0,1
211,@Allison-s6p,female,AtKJV6Gjzag,"I'm not the only Arsenal supporter who would be thrilled to see Kim Little lift the trophy.  This team has a lot of talented players, and it's amazing to watch them perform for one another.  Do it for Kim.",@Allison-s6p,115,2025-04-28T04:47:19Z,0,0,0,0,0,1
222,@Wladislav,male,AtKJV6Gjzag,"What a disaster for Lyon. Gifted Arsenal the first goal, the fourth goal, and the third goal wasn't much better.",@Wladislav,0,2025-04-28T03:11:02Z,0,0,0,0,0,1
229,@theo.pratama,male,AtKJV6Gjzag,IT'S ALL WRITTEN ALL OVER THE STARS ❤❤❤❤❤,@theo.pratama,0,2025-04-28T01:04:39Z,0,0,0,0,0,1
253,@Observer5258,male,AtKJV6Gjzag,"Both Barca men and  women are on a different level.  I wish the Arsenal men would reach the finals as well against Barca for a rematch, but they have a tough one ahead of them against PSG.
Either way, I still believe if Barca men reach the finals, they will lift the cup, but, it is football anything is possible.",@Observer5258,4,2025-04-27T22:15:38Z,0,0,0,0,0,1
267,@Dalou88888,female,AtKJV6Gjzag,bravo arsenal pour la remontada,@Dalou88888,9,2025-04-27T20:44:52Z,0,0,0,0,0,1
275,@nnenne1,female,AtKJV6Gjzag,Unbelievable,@nnenne1,0,2025-04-27T20:12:30Z,0,0,0,0,0,1
286,@metube9541,female,AtKJV6Gjzag,"Video been up for 40 mins and no pathetic  comments from Patrick, Ken, Julie or whatever he’s signed in as today. Something’s wrong.",@metube9541,3,2025-04-27T19:35:16Z,0,0,0,0,0,1
287,@CABS728,male,AtKJV6Gjzag,Lets all laugh at Lyon 😂😂😂,@CABS728,3,2025-04-27T19:32:26Z,0,0,0,0,0,1
288,@Nelson69008,male,AtKJV6Gjzag,"Pffff n importe quoi les lyonnaises,aucune envie,des passés ratées à la pelle,incroyable…et Wendie c est comme Lacazette,c est triste mais faut savoir dire stop",@Nelson69008,7,2025-04-27T19:22:09Z,0,0,0,0,0,1
315,@akm_ashraf,male,SXNghJSedDc,4:01 respect this girls ❤,@akm_ashraf,0,2025-03-31T14:08:12Z,0,0,0,0,0,1
319,@jcv8718,male,SXNghJSedDc,Women’s sports are sooooo bad.,@jcv8718,0,2025-03-27T17:56:42Z,0,0,0,0,0,1
328,@andreyk8081,male,SXNghJSedDc,"С хиджабом смешно.
Почему они это носят ? Ведь это же не её выбор 🤷.
Почему люди сами не выбирают , что им носить ?.
Коран ей говорит , что носить ? А Коран ей разрешает в футбол играть ? Или это другое?",@andreyk8081,0,2025-03-15T04:42:52Z,1,1,0,1,0,0
341,@pierog.6278,female,SXNghJSedDc,"0:29 ci sono rimasto male,lo ammetto.",@pierog.6278,0,2025-02-24T18:15:10Z,0,0,0,0,0,0
346,@teddybear5429,male,SXNghJSedDc,"Women are vicious, and their referees are morons.",@teddybear5429,0,2025-02-15T15:45:06Z,1,0,1,0,0,0
360,@xavier_mfalme,male,SXNghJSedDc,After watching this I immediately go watch men football because I can't believe what women are doing in the field.,@xavier_mfalme,0,2025-01-17T05:44:20Z,1,0,0,0,1,0
372,@church1203,male,SXNghJSedDc,やはり女にサッカーは早すぎる,@church1203,0,2025-01-07T07:42:55Z,0,0,0,0,0,0
374,@dw4738,female,SXNghJSedDc,so funny when girls playing ball,@dw4738,0,2025-01-05T12:40:29Z,1,0,0,0,1,0
375,@พิชิตชัย-ซ7ค,female,SXNghJSedDc,Cooking’s!!!,@พิชิตชัย-ซ7ค,0,2025-01-05T07:37:22Z,1,0,0,0,1,0
377,@james6818,male,SXNghJSedDc,"Craziest moment being the first clip in which a man has actively chosen to go and watch women play football. Before you come at me asking me why I’d say this sexist and misogynistic thing, clip number 2 will provide the answer",@james6818,0,2025-01-01T18:35:35Z,1,0,1,0,1,0
387,@natsu20001,female,SXNghJSedDc,So cute 😂,@natsu20001,0,2024-11-29T13:59:16Z,0,0,0,0,0,0
391,@максим_прядченко,male,SXNghJSedDc,"я в пинципе  не смотрю  футбол , но уверен , что и в мужском  соперничестве  бывают такие же нелепые моменты /казусы",@максим_прядченко,0,2024-11-25T20:18:43Z,0,0,0,0,0,1
393,@sureshot8399,male,SXNghJSedDc,3:31 How the hell could that only be a yellow card offence? That shit is borderline criminally biased refereeing.,@sureshot8399,0,2024-11-25T06:32:48Z,0,0,0,0,0,1
402,@Edgar77581,male,SXNghJSedDc,"Me reí un poco pero ya en serio, mujeres como se atreven a deshonrar así este deporte?. Mejor vayan a dedicarse a otra cosa.",@Edgar77581,0,2024-11-21T03:09:44Z,0,0,0,0,0,0
415,@Yahweh42069,male,SXNghJSedDc,Kerr should be sent off for that,@Yahweh42069,0,2024-11-16T03:39:11Z,0,0,0,0,0,1
424,@bartz4439,male,SXNghJSedDc,its amazign they find a way from lockers to pitch... really astonishing achievement,@bartz4439,0,2024-11-06T19:33:20Z,1,0,0,0,1,0
428,@hazza6783,male,SXNghJSedDc,Kazadi female Kanté,@hazza6783,0,2024-11-04T22:13:23Z,0,0,0,0,0,1
432,@roi461,male,SXNghJSedDc,Ainda falta muito😂😂😂😂,@roi461,0,2024-10-21T21:12:32Z,0,0,0,0,0,0
435,@Mads270791,male,SXNghJSedDc,"The very last clip, is that legal?",@Mads270791,0,2024-10-18T08:11:41Z,0,0,0,0,0,1
437,@vishy,male,SXNghJSedDc,1:18 vienetta Jones 😂,@vishy,0,2024-10-12T12:39:01Z,0,0,0,0,0,1
470,@Ben.SK2346,male,SXNghJSedDc,I love Women's Football.😁😆,@Ben.SK2346,0,2024-08-08T06:33:43Z,0,0,0,0,0,1
475,@steffen5121,male,SXNghJSedDc,3:42 And that's the reason why male warriors (usally) don't wear long hair. 3:53 Muslims. So ridiculous...,@steffen5121,0,2024-07-31T11:23:51Z,1,1,0,1,0,0
475,@steffen5121,male,SXNghJSedDc,I can't think of a reason to why we don't pay them the same as the male professionals. Curios...,@steffen5121,0,2024-07-31T11:22:10Z,1,0,0,0,1,0
476,@steffen5121,male,SXNghJSedDc,3:42 And that's the reason why male warriors (usally) don't wear long hair. 3:53 Muslims. So ridiculous...,@steffen5121,0,2024-07-31T11:23:51Z,1,1,0,1,0,0
476,@steffen5121,male,SXNghJSedDc,I can't think of a reason to why we don't pay them the same as the male professionals. Curios...,@steffen5121,0,2024-07-31T11:22:10Z,1,0,0,0,1,0
477,@sshah2545,male,SXNghJSedDc,"SHE CAUGHT THE BALL ON OPEN PLAY, NO PENALTY?! WTF",@sshah2545,0,2024-07-31T01:38:17Z,0,0,0,0,0,1
479,@Gekk27,male,SXNghJSedDc,Thats sexism. So much moments just are normaly and happen any gender wtf,@Gekk27,0,2024-07-30T05:42:47Z,0,0,0,0,0,0
483,@Imperator81,male,SXNghJSedDc,Le charme du foot féminin c'est qu'il est plein de surprises. 😂,@Imperator81,0,2024-07-25T11:23:36Z,0,0,0,0,0,0
528,@superman_cam_32_yt78,female,oMNvQzwQTCc,You mean soccer players,@superman_cam_32_yt78,0,2025-03-16T12:06:47Z,0,0,0,0,0,0
530,@dynamite_luis3937,male,oMNvQzwQTCc,Neymar can only beat women anyway!!! Average Brazilian talent,@dynamite_luis3937,0,2025-03-15T21:57:06Z,0,0,0,0,0,1
534,@Zypher_0770,male,oMNvQzwQTCc,Out play them all 👀🔥,@Zypher_0770,0,2025-03-10T20:57:48Z,0,0,0,0,0,1
539,@aydin_2006,male,oMNvQzwQTCc,Prime neymar 🫡,@aydin_2006,0,2025-03-02T19:18:17Z,0,0,0,0,0,1
548,@finch2213,female,oMNvQzwQTCc,"That is not 11 a side football.
Small pitch.
Small goals.
Disingenuous video.
Yes he ran all over them. But the men vs. women videos and commentary need to start telling the truth.",@finch2213,0,2025-02-13T04:56:40Z,0,0,0,0,0,1
549,@your_mom-_-dezz,female,oMNvQzwQTCc,First clip: GYATTTTTTTTTTT!!!!!!!,@your_mom-_-dezz,0,2025-02-11T02:15:43Z,1,0,0,1,0,0
550,@KTO_HUBLOT,female,oMNvQzwQTCc,"If I was there, it would be a game with 3 balls for those women.",@KTO_HUBLOT,0,2025-02-10T13:21:01Z,1,0,1,0,0,0
552,@Primitive_Code,female,oMNvQzwQTCc,How many times did he dive?,@Primitive_Code,0,2025-02-08T21:20:25Z,0,0,0,0,0,1
558,@Chainz_Fr,male,oMNvQzwQTCc,“You never would have expected what happened next” I miss non Ai commentators,@Chainz_Fr,1,2025-02-05T08:23:54Z,0,0,0,0,0,1
585,@98sniff,female,oMNvQzwQTCc,cheeks!!,@98sniff,0,2024-12-22T12:21:40Z,1,0,0,1,0,0
601,@boiii7400,male,oMNvQzwQTCc,"Neymar showed respect,, thats it..otherwise they would be toyed forsure.",@boiii7400,0,2024-11-28T15:46:12Z,0,0,0,0,0,1
617,@hk-gaming1653,male,oMNvQzwQTCc,They lost 2-1,@hk-gaming1653,0,2024-11-01T22:48:32Z,0,0,0,0,0,1
621,@Avara_Masiha,male,oMNvQzwQTCc,Equal pay !!,@Avara_Masiha,0,2024-10-26T12:57:59Z,0,0,0,0,0,1
626,@GET2222,male,oMNvQzwQTCc,Neymar didn’t even try. Watch the match. This video is dumb.,@GET2222,0,2024-10-20T19:35:39Z,0,0,0,0,0,1
631,@mu86neer,male,oMNvQzwQTCc,That's why they must have different bathrooms.,@mu86neer,0,2024-10-19T04:12:06Z,0,0,0,0,0,0
634,@cronus1822,male,oMNvQzwQTCc,fake ! he was playing with other female 5vs5,@cronus1822,0,2024-10-16T15:57:11Z,0,0,0,0,0,1
641,@Lucas-672,male,oMNvQzwQTCc,"LW            CR7                           RW
NEYMAR                              MESSI

CM                                             CM
ZIZOU            CDM           MODRIC
                   GATTUSO


LB          CB                CB         RB
R.C      Maldini    S.Ramos   Cafu
                           GK
                        Yashin


U DECIDE THE BENCH",@Lucas-672,1,2024-10-07T14:05:54Z,0,0,0,0,0,1
652,@m1ru123,female,oMNvQzwQTCc,"Probably because he wasnt being physical at all, its just the instinct of a good man to do that",@m1ru123,0,2024-09-28T23:40:56Z,1,0,0,0,0,0
662,@Negan121,male,oMNvQzwQTCc,He was just trolling,@Negan121,0,2024-09-16T22:23:39Z,0,0,0,0,0,1
667,@Uzumaki_naruto452,male,oMNvQzwQTCc,Neymar  team😂,@Uzumaki_naruto452,0,2024-09-09T10:57:20Z,0,0,0,0,0,1
671,@global.citizens,male,oMNvQzwQTCc,Women lost any soccer games they played against men,@global.citizens,0,2024-09-07T22:01:18Z,1,0,0,0,1,0
672,@YAndy529,male,oMNvQzwQTCc,Gender is all the same. Rheeeee!,@YAndy529,0,2024-09-07T18:43:29Z,1,0,0,0,0,0
679,@WE_LUV_WYNTER.2,male,oMNvQzwQTCc,Hi I mean hi,@WE_LUV_WYNTER.2,0,2024-09-01T12:49:45Z,0,0,0,0,0,1
685,@danielk.w8626,male,oMNvQzwQTCc,ladies first neymar said haha,@danielk.w8626,0,2024-08-29T23:16:09Z,0,0,0,0,0,1
688,@__Rey03__,male,oMNvQzwQTCc,"""10 female footballers"" ok who were they? A professional team? A casual team? So much misinformation",@__Rey03__,0,2024-08-28T10:08:13Z,0,0,0,0,0,1
705,@Salazar777,female,o1y4dVkrI6I,I dare you not to laugh...😮😐🥴🤭😝😝😝😝,@Salazar777,0,2025-04-18T14:57:33Z,0,0,0,0,0,1
712,@budiman5790,male,o1y4dVkrI6I,in my place we call it chair legs,@budiman5790,0,2025-04-14T04:53:48Z,0,0,0,0,0,1
715,@Katzi14,female,o1y4dVkrI6I,"Es gibt Dinge, die sollten Frauen absolut nicht tun, dazu gehört eindeutig Fußball !!!",@Katzi14,0,2025-04-11T11:32:00Z,1,0,0,0,1,0
720,@Peter_Peter_Curry_Eater,male,o1y4dVkrI6I,"Yeah, they deserve to be paid the same as the men.........",@Peter_Peter_Curry_Eater,0,2025-04-07T12:11:17Z,1,0,0,0,1,0
722,@winslow137,male,o1y4dVkrI6I,🤔😤🤬,@winslow137,0,2025-04-06T21:14:10Z,0,0,0,0,0,0
727,@Isz2134,male,o1y4dVkrI6I,Nunez😂,@Isz2134,0,2025-04-02T10:41:17Z,0,0,0,0,0,1
730,@phil1898,male,o1y4dVkrI6I,"To be fair, some of the own goals were pretty good...",@phil1898,0,2025-04-01T11:35:46Z,0,0,0,0,0,1
732,@Smus7670,male,o1y4dVkrI6I,Not more than clown & circus,@Smus7670,0,2025-03-30T23:03:16Z,1,0,0,0,1,0
738,@jackjack7746,male,o1y4dVkrI6I,"the americans playing football ""soccer"" as they call it is so funny, no clue, absolutely no clue :)))",@jackjack7746,0,2025-03-26T17:10:27Z,0,1,0,0,1,0
743,@smitty9733,male,o1y4dVkrI6I,That's GOLD Jerry -- absolute gold !,@smitty9733,1,2025-03-19T23:21:02Z,0,0,0,0,0,1
763,@davidsmith6355,male,o1y4dVkrI6I,I watched a couple of mins of this and got bored.  Its the same as the compilations vids of male football - I never saw anything here that you don't get in the male game too,@davidsmith6355,0,2025-02-15T21:07:21Z,0,0,0,0,0,1
769,@boris8787,male,o1y4dVkrI6I,And what's wrong with *NETBALL* like the old days.,@boris8787,1,2025-02-11T07:35:10Z,0,0,0,0,0,1
770,@Pillar.100,male,o1y4dVkrI6I,It's like watching 8 year old boys.,@Pillar.100,0,2025-02-10T17:41:12Z,1,0,0,0,1,0
780,@Unique_Monk,female,o1y4dVkrI6I,and they want equal pay lol,@Unique_Monk,0,2025-02-05T15:27:57Z,1,0,0,0,1,0
785,@alexsmith64890,male,o1y4dVkrI6I,"Хорошо, что есть женский футбол 😅.",@alexsmith64890,0,2025-02-02T21:06:31Z,0,0,0,0,0,1
804,@Lucas_Tulic,male,o1y4dVkrI6I,"If you really pay attention, it almost looks as if they're trying to play football.",@Lucas_Tulic,1,2025-01-15T23:02:38Z,1,0,0,0,1,0
828,@frankie1615,male,o1y4dVkrI6I,sad,@frankie1615,0,2025-01-02T16:02:34Z,0,0,0,0,0,1
830,@tarquin4592,male,o1y4dVkrI6I,"Makes me laugh when they call them  ‘legends’, yeah right.",@tarquin4592,1,2025-01-01T20:18:30Z,0,0,0,0,0,1
851,@rb5174,male,o1y4dVkrI6I,"In defence of women’s football, there’s some equally awful play in the men’s game",@rb5174,0,2024-12-26T07:42:39Z,0,0,0,0,0,1
852,@1imanol,male,o1y4dVkrI6I,"It’s a man’s game , stick to rounders !!",@1imanol,1,2024-12-25T23:26:53Z,1,0,0,0,1,0
857,@Bristow414,female,o1y4dVkrI6I,"I'm pretty sure the commentators are not saying ""goooooool"". They are saying ""looooooooooool lool lool lool loooooooooool!""",@Bristow414,5,2024-12-22T15:32:23Z,0,0,0,0,0,1
867,@Rocket5150,male,o1y4dVkrI6I,Snopp Dogg is bored,@Rocket5150,1,2024-12-14T07:08:45Z,0,0,0,0,0,1
880,@mulle27,female,o1y4dVkrI6I,women drive better than hens,@mulle27,0,2024-12-05T21:46:17Z,1,0,0,0,0,0
902,@Fevzi_Arslan,male,22e6g6yPCRA,Profesyonel Layds so beautiful best shpilerin 🌸✨💖💖⚽🏃🏽,@Fevzi_Arslan,0,2025-04-27T20:59:31Z,0,0,0,0,0,1
952,@หนุ่มขอนแก่นประกันสังคม,female,22e6g6yPCRA,Very good,@หนุ่มขอนแก่นประกันสังคม,0,2025-04-23T09:39:15Z,0,0,0,0,0,0
1003,@al_mamun_93,male,22e6g6yPCRA,মেসি ভক্তদের কে দেখতে চাই ❤❤,@al_mamun_93,0,2025-04-20T19:03:22Z,0,0,0,0,0,0
1021,@thitsar3164,female,22e6g6yPCRA,😮😮😮😛👍👍👍👍❤❤❤❤❤❤❤👌👌,@thitsar3164,0,2025-04-20T14:13:20Z,0,0,0,0,0,1
1075,@vanhoang8718,female,22e6g6yPCRA,Mesiii biết con cac gì mà cười,@vanhoang8718,0,2025-04-19T14:34:02Z,0,0,0,0,0,0
1097,@Иван-е8з2т,male,22e6g6yPCRA,"Девочки играют лучше , чем российские футболисты",@Иван-е8з2т,3,2025-04-19T04:43:04Z,0,1,0,0,0,0
