Unnamed: 0,name,demographic,video_id,comment,author,like_count,published_at,sexism,racism,violence,appearance,ability,non-offensive
727,@Rasmus_Meg,male,y02mOQudT3E,The confidence and skills and leadership on the pitch is so UnderRated..6 times UCL..it speaks volumes...😮😮..,@Rasmus_Meg,0,2025-04-23T20:43:42Z,0,0,0,0,0,1
746,@Crypto_bloxx,male,y02mOQudT3E,W Pepe,@Crypto_bloxx,0,2025-04-20T18:45:45Z,0,0,0,0,0,1
761,@Francisco78932,male,y02mOQudT3E,Hi,@Francisco78932,0,2025-04-18T15:54:47Z,0,0,0,0,0,1
766,@Kids_are_great,male,y02mOQudT3E,"Pepe  was like get it



 Carvajal  It",@Kids_are_great,0,2025-04-18T00:05:42Z,0,0,0,0,0,1
770,@Notfound06,female,y02mOQudT3E,"Bro make football edits too, I just started but am not getting that much vies and subs please pin me",@Notfound06,1,2025-04-17T20:37:25Z,0,0,0,0,0,1
785,@varsha8815,female,y02mOQudT3E,Pepe the young man❤,@varsha8815,0,2025-04-15T15:17:14Z,0,0,0,0,0,1
787,@Jk_purpleguy45,male,y02mOQudT3E,Me and my friend on the same team be like,@Jk_purpleguy45,1,2025-04-15T08:56:34Z,0,0,0,0,0,1
810,@soccer2.0-t1r,male,y02mOQudT3E,❤❤,@soccer2.0-t1r,0,2025-04-13T04:43:53Z,0,0,0,0,0,1
828,@dany_footballedit,female,y02mOQudT3E,Mbappe,@dany_footballedit,0,2025-04-10T15:01:08Z,0,0,0,0,0,1
833,@Mutlu19077,male,y02mOQudT3E,🔥🔥,@Mutlu19077,0,2025-04-10T10:36:03Z,0,0,0,0,0,1
840,@ILYOS_FC24,male,y02mOQudT3E,jala,@ILYOS_FC24,0,2025-04-09T04:11:03Z,0,0,0,0,0,0
863,@Buddy445,male,y02mOQudT3E,Pepe with Carvajal,@Buddy445,0,2025-04-05T15:33:52Z,0,0,0,0,0,1
873,@mmu8803,male,y02mOQudT3E,"[4-4 19:25] j: Mario fernandes
[4-4 19:25] j: Abate
[4-4 19:25] j: Maxi pereira
[4-4 19:25] j: Cri zapata
[4-4 19:25] j: Hugo campagnaro
[4-4 19:26] j: Mexes
[4-4 19:26] j: Mathijssen
[4-4 19:26] j: Vitorbaia
[4-4 19:26] j: Isaksson
[4-4 19:26] j: Jahilka
[4-4 19:26] j: Edmilson
[4-4 19:26] j: Maxwell
[4-4 19:26] j: Fabioaurelio
[4-4 19:26] j: Aldair
[4-4 19:26] j: Juniormalnda
[4-4 19:26] j: Cheicktiote",@mmu8803,1,2025-04-04T17:27:35Z,0,0,0,0,0,1
878,@Emir9457,male,y02mOQudT3E,Mertens baba mı o?,@Emir9457,0,2025-04-03T14:19:02Z,0,0,0,0,0,0
892,@SYED_AYAN_ALI2,male,y02mOQudT3E,😮,@SYED_AYAN_ALI2,0,2025-03-31T13:54:28Z,0,0,0,0,0,1
916,@lini66,female,TQFxDRiwSrU,Федос❤,@lini66,0,2025-04-26T11:45:51Z,0,0,0,0,0,1
926,@İbo_Rehimov,male,TQFxDRiwSrU,Marcelo😂😂😂,@İbo_Rehimov,0,2025-04-25T21:06:18Z,0,0,0,0,0,1
937,@manzana43,male,TQFxDRiwSrU,Thats my frien jean carlos one day I blocked a shot an the he stared in shock and threw himself like the last one,@manzana43,0,2025-04-24T20:46:41Z,0,0,0,0,0,1
949,@Magdalina3,female,TQFxDRiwSrU,I don’t get Marcelo something pls help me understand,@Magdalina3,0,2025-04-21T17:19:12Z,0,0,0,0,0,1
965,@Mar.ktennis,female,TQFxDRiwSrU,The last one is crazy,@Mar.ktennis,0,2025-04-12T03:43:54Z,0,0,0,0,0,1
969,@see_my-channel-description,male,TQFxDRiwSrU,Top worse injuries in football,@see_my-channel-description,0,2025-04-10T16:36:47Z,0,0,0,0,0,1
984,@zak1239,male,TQFxDRiwSrU,Robaldo😂,@zak1239,0,2025-04-01T21:23:09Z,0,0,0,0,0,0
1010,@Roy_Jones_fan,male,TQFxDRiwSrU,америкосы не знают ласт😂,@Roy_Jones_fan,1,2025-03-20T08:32:48Z,0,0,0,0,0,1
1025,@Ur.carstaino,male,TQFxDRiwSrU,https://www.youtube.com/@Ur.carstaino,@Ur.carstaino,0,2025-03-13T14:14:46Z,0,0,0,0,0,1
1036,@Argos_BS,male,TQFxDRiwSrU,The last one probably Neymar or Icardi😅,@Argos_BS,0,2025-03-10T15:53:19Z,0,0,0,0,0,1
1044,@Minecraft_Hayatım_Olmuş,male,TQFxDRiwSrU,SONDAKİ LUCAS TORREİRA VEYA DRİES MERTENS,@Minecraft_Hayatım_Olmuş,1,2025-03-09T21:34:05Z,0,0,0,0,0,1
1061,@vakif2025,male,TQFxDRiwSrU,CAN YOU PIN ME FOOTBOLL_ABN7,@vakif2025,1,2025-03-07T10:56:10Z,0,0,0,0,0,1
1062,@303Alpha_YT,male,TQFxDRiwSrU,second last didnt do on purpose,@303Alpha_YT,0,2025-03-06T09:34:35Z,0,0,0,0,0,1
1069,@Ensar_bjk06,male,TQFxDRiwSrU,Gs,@Ensar_bjk06,0,2025-03-03T18:02:34Z,0,0,0,0,0,1
1082,@202PLAYER,male,TQFxDRiwSrU,Cristiano 😂,@202PLAYER,0,2025-02-28T17:41:37Z,0,0,0,0,0,1
1083,@Przemo83,male,TQFxDRiwSrU,The last one is the best,@Przemo83,0,2025-02-28T12:43:13Z,0,0,0,0,0,1
1088,@Ea_Fc_Mobile_25_tm,female,TQFxDRiwSrU,Courtios is now play for real madrid,@Ea_Fc_Mobile_25_tm,0,2025-02-27T10:11:44Z,0,0,0,0,0,1
