video_id,comment
Wx6ihpqjzpg,"Hello, does anyone know what channel is broadcasting women's soccer on TV?"
Wx6ihpqjzpg,I told them don’t wear white jersey against Barcelona but they dent listen.🤦‍♂️🤦‍♂️
Wx6ihpqjzpg,a little keeper in a big goal :)
iA70sfOTXQ8,Lehman out the squad?
cFcN1Y12fyE,"a rigged game, everything has been fixed, planned"
Al-VY9kFTfI,Why isn't Alisha Lehmann not playing?
Al-VY9kFTfI,Juventus with another huge win over Fiorentina as both teams still have to face each other in the Playoff Tournament and the second leg in the Semi Final of the Italian Womens Cup.. Barbara Bonansea on the scoresheet yet again and Martina Rosucci coming on and rather help Juve attack.. she helped out defensive duties playing very well covering left back and right centre back.. Rosucci should of started 😂
5Znib3vuh64,"See, looks so much better in the main stadium where it should be, like Liga MX Feminille do."
5Znib3vuh64,"Atleti dropping points again?
I really thought they could challenge for the champions league spots"
5_F_rWSzC5A,I was so baffled when mary wasn't allowed to wear tape 🤔 never seen that before lol
5_F_rWSzC5A,Another huge win for PSG in their race for 2nd place against local rivals Paris FC.. Lyon and both Paris Clubs have already qualified for next season Uefa champions league since the other teams behind them can no longer catch them.. Let's hope soon to be League Champions Lyon helps PSG by beating Paris FC on the 12th April..
zB4-e5PJRco,Danz full from what 😢😢
FC3OAaPgCA0,DAZN NOTE >>> TRUMP IS VERY CUNNING HE IS PROVOKING/ FEARING ARABS TO RE-BUILD GHAZA WHICH IS TOTALY JOB OF USA/ ISRAEL WHO DESTROYED GHAZA ???? HA HA HA HA
6etVVAHpxm8,she is hot
6etVVAHpxm8,"Female Japanese players are amazing, not only talented, so tactically disciplined they are a joy to watch."
6etVVAHpxm8,Looks like musiala now has a female counterpart.
6etVVAHpxm8,The amazing thing is that she prefers kicking with her right foot and yet she uses her left foot as if that is her main kicking foot. That's amazing skill right there. She definitely has the potential to be one of the best football players in the world.
6etVVAHpxm8,Where did this Momoko Tanikawa come from? JFC
6etVVAHpxm8,DAZE full from what 🤔🤔🤔
6etVVAHpxm8,Potential to be one of the best female footballer in the world. What a gem from Japan.
6etVVAHpxm8,"Stream full match DAZN, open all territories, look they all so wet 🥹"
gUv3EGWZj4o,War live dort! ❤❤❤
2o5nYSpxSMk,"1:11 this looked amazing, I wish it had gone in 😆"
y3TYREywP7E,Why can't we watch the full match on youtube?
y3TYREywP7E,A nice game from Wolfsburg
76_v9SqfhDw,"1:11:39 ""nice flash to the face"" & 1:12:50 ""the imprint of the ball on her face""  😮😖 - British humor from the happy moderator 👎"
76_v9SqfhDw,Mighty winner SGE !!
76_v9SqfhDw,"This could be the game that maybe cost Bayer Leverkusen the title race and finish outside of The Uefa champions league place if results go against them.. Bayer Leverkusen must win every single remaining League game against SGS Essen, Hoffenheim, Carl Zeiss Jena, Werder Bremen, Bayern Munich, FC Koln, Potsdam, RB Leipzig and VFL Wolfsburg.."
N_gOkb8xqcI,Wish she had been able to play yesterday's fa cup match
N_gOkb8xqcI,Best try❤🔥💪.
W3oPf4FWr8Q,Como goals 7:45 and 8:22
W3oPf4FWr8Q,Will Como go finally to champions league?
W3oPf4FWr8Q,But what about red card?..
NK7eLbhu9EQ,Popp the absolute best ❤❤
dF9uUhS5w20,What a player! Danish goat
dF9uUhS5w20,"Really enjoyed Harder when she was playing on Chelsea. Mostly header goals here, but I thought her playmaking was some of the best in women's soccer. Glad she is doing well."
dF9uUhS5w20,Hello Heppy new Year
dF9uUhS5w20,"nice goals, but what really makes her stand out is her game intelligence and her huge influence on the team. the goals are just a very nice bonus imo."
dF9uUhS5w20,Hello garals Heppy new Year
NG35REVSBe0,"While everyone is talking about Barcelona, Lyon, Arsenal, Chelsea or City, Bayern Munich can become this season's dark horse. 
Flawless during their first five games, they had a bit of bad luck during round 6 against Arsenal.
If they can get more shots on target and be more accurate in the conversion of their chances, Bayern will be a serious danger for the aforementioned big five."
4568qaQCpEY,"Sorry, but Bayern should have won"
4568qaQCpEY,Min 20'20 bùhl what a look 🤨
4568qaQCpEY,Why does it not let me watch the match live on here but then after the match it lets me
4568qaQCpEY,Corner arsenal!
4568qaQCpEY,"i would say it was a 2-2 game, lucky to get a penalty so late."
4568qaQCpEY,Now we want to play Chelsea ladies next
4568qaQCpEY,"Far too much training, back and forth, pushing and above all playing back without need from FC Bayern. The midfield players had more of a pull to the back than to the front. Managing - that acts as a weakness for your own team and as an incentive for the opponent. That's boring for the viewer - as a viewer you switch off beforehand. The next day you have the proof in the result that this behavior was punished again."
4568qaQCpEY,Rene has done an unbelievable job. Complete 180 from Jonas. Deserves the job full time.
4568qaQCpEY,"Pity the game was at Meadow Park. Should have been at the Emirates. Nevertheless, I expected Arsenal to win this one. This is a completely different and better Arsenal than the one that lost 5-2 in Germany.

Bayern did not lose this group in London. They lost it after the draw in Norway. Those were highly expensive points thrown away. If Bayern had won in Norway, this 3-2 loss would still bring them the group victory due to head-to-head result. Now Bayern will face a group winner = Barcelona, Lyon or Chelsea. Just like the She-Wolves, who will face Barcelona, Arsenal or Chelsea.

Having said this, Bayern and the She-Wolves have to batter themselves up, otherwise quarter final will be their terminus and Barcelona, Lyon and two of the English teams will proceed to the semis.
On a positive note: quarters are March 2025, so there are still three months of time to improve."
4568qaQCpEY,Great game
4568qaQCpEY,YOU FOUGHT FOR IT ❤❤❤
4568qaQCpEY,"Rene you've got my love, respect and support"
4568qaQCpEY,What did I just watch? Turgid football and goalkeepers that I just cannot believe get paid actual real money
4568qaQCpEY,What a turn around this interim coach has done
4568qaQCpEY,Bayern should've played Tanikawa
4568qaQCpEY,"Pure Englische Fankultur bei 2:58, ein eigener Chant für van Domselaar. Gotta love traditional English fan culture, if only the tickets were still affordable for the dedicated, creative lot..."
4568qaQCpEY,"Russo, awful defender, on fire in attack. Well done Arsenal, Kyra C-C is a weapon."
YDY9jOhaDMc,"That was the worst game from Vålerenga this season, what happened there? Attack was totally not functioning. Vålerenga Jenter what happened. We know You can way better then this. Hope lessons taken. Vi går, Vi går, Vi kjører. Dere er fantastiske, super sesong. VÅLERENGA, VI ER STOLTE AV DERE 🎉🎉🎉"
YDY9jOhaDMc,"why does Lehmann look like she had a car crash at a chemical plant? Yuck 
also fire the commentator. or teach him the right pronunciation."
YDY9jOhaDMc,Alisha Lehmann is a sprinter and great addition for the team.
YDY9jOhaDMc,"It's BONANSEA, not BONANSI!"
YDY9jOhaDMc,Highlights are 8 minutes longer than needed 😂
YDY9jOhaDMc,No fans 😢
YDY9jOhaDMc,That pronunciation of Bonansea 🤦
YDY9jOhaDMc,"The reason as to why Lehmann did not put that ball across the front of the goal and instead took a low percentage shot is the same as it was when she was playing at Aston Villa, it's all about her, not the team."
rHsD2Mz7I3o,"What a match,  👍 I guess they'll meet each other again in the final. 😃"
rHsD2Mz7I3o,Manchester City as a club appear to be deliberately losing.
rHsD2Mz7I3o,"It was an easy task for Barcelona. This is because Manchester City only has a goalkeeper behind the midfielder.

It's as if Manchester City doesn't have any defenders. Barcelona must score more.

Manchester City's defenders disappear when defending, but appear when attacking and destroy all chances without moving the ball forward."
rHsD2Mz7I3o,Bro Alexia is just Her👑😮‍💨
uuMumWWhff8,Freigang can't stop scoring. Neither can Chiba.
uuMumWWhff8,Laura Freigang is the footballer in the world right now!
FVPXZYz2D2Y,Juventus (specificly) need a female coach?
FVPXZYz2D2Y,Clara Buhil is the player of the match
FVPXZYz2D2Y,"To the commentator: If you want to see scrappy goals, start with Geoff Hurst's non-goal 3:2 1966. I'm an eyewitness."
FVPXZYz2D2Y,"The satisfaction level 📈 after Bayern beat Juve with the same referee not giving valid Pen to Germany. Let's just admit, Juve did nothing in the offence, with all respect to Bayern's players &  goals.."
FVPXZYz2D2Y,1:41:15 Lea has some rearview mirror.
FVPXZYz2D2Y,Great goal by Sehitler.
jF-LqMGD5Mo,They are  amazing
jF-LqMGD5Mo,Don't put the score in the title
QVq3ttlp0bI,"ALARA ŞEHITLER SHOULD HIRE AODLF ""ADI"" HÜTTER TO COACH HER, AND THEY'LL CONQUER THE WORLD..I MEAN FOOTBALL WORLD."
QVq3ttlp0bI,Clara Buhl - what a talent
QVq3ttlp0bI,They 'Are amazing
QVq3ttlp0bI,Money scores. Period.
QVq3ttlp0bI,The defense of Juve had a real bad day.
QVq3ttlp0bI,Wolfsburg and Bayern destroying Italian teams. You love to see it
QVq3ttlp0bI,"Juve's GK made several excellent saves, but it wasn't enough to discourage Bayern...🤨🤐😏"
QVq3ttlp0bI,"Alara Şehitler, remember the name"
QVq3ttlp0bI,"It's funny that English speaking people pronounce the letters u like ü and ü like u. Her name is not Buhl but Bühl! And yes, English speaking people can also say ü. They say that all the time on ""Uber"""
QVq3ttlp0bI,Congrats Bayern ❤🎉
QVq3ttlp0bI,XHULI what a beautiful @rsch 🔥🙆‍♂️
QVq3ttlp0bI,Thanks
QVq3ttlp0bI,Why do you spoil the replays by telling us the score?
GnfsbGobH38,Stay humble Lehmann you overrated woman footballer!!
GnfsbGobH38,Congrats Bayern Munich ❤🎉
GnfsbGobH38,wp bayern
GnfsbGobH38,"Just make the goals smaller. You can't be having goalkeepers getting lobbed from on their line from 12 yards out, they already can't catch"
GnfsbGobH38,Juve following AS Roma in form and ability. No where……..keep practising.
GnfsbGobH38,"#UWCL-𝐇𝐞𝐢𝐦𝐬𝐢𝐞𝐠! 🤩✨
 
#FCBayern #FCBJuve #MiaSanMia"
6RMX6lO2sgY,A GOLAZO by the way 😂🇹🇩🇲🇦
OmEfo0t3hFk,"Jonsdottir is almost like Wolfsburg's Lewandowski. Funnily, he scored his five goals in eight minutes namely against Wolfsburg.

I was very disappointed to see almost every goal being caused by insane mistakes in defense, though. That couldn't be Champions League level"
OmEfo0t3hFk,Incredible night for Jónsdóttir. It's like everything she hit went in.
OmEfo0t3hFk,4:00 it was already over !!!!!!!!!!!!!!!!
OmEfo0t3hFk,She Wolves 😊😊.... I supposed the mens team is referred to as He Wolves or not??
OmEfo0t3hFk,Wowow… AS Roma get smashed…😅
OmEfo0t3hFk,"First ever hat-trick for Sveindís in her professional club career - and what a time to get one! 🤩😎
been following her since watching her play against Barcelona couple of years back. shes incredible"
OmEfo0t3hFk,"Took her 20 minutes to get to #2 in the top scorer list, what a legend"
OmEfo0t3hFk,"The way Italian women have declined over past couple of seasons is sad after the promise shown from 2019 to 2022. Technical nations like Italy & Portugal, even Spain, need to find taller, faster & stronger players locally to make an impact internationally. Specially 1.8M goalie and efficient strikers. Physicality of the she-Wolves finally broke down the relatively petite Italians.
More work needs to be done by the Wolfsburg defense. Not clearing the ball properly under pressure inside the box needs to be addressed. The decisive goal in final against Barca & the reply by Roma in this match being 2 examples of panicking in tight spaces."
OmEfo0t3hFk,"Really disappointed with Roma this season. Felt like they really held their own last time round, but they really seem to be struggling with the level in the UWCL. Sadly that has been true across the board this year, as we've seen some ridiculous scorelines just in the group stages. Disappointing as you want matches to be as competitive as possible."
OmEfo0t3hFk,Jónsdóttir is wonderful player 🔥
OmEfo0t3hFk,"An extraordinary night for Wolfsburg and particularly Sveindís Jane Jónsdóttir, an eventful one to be on commentary for, to score four goals as a substitute is incredible! You might have noticed I primarily refer to her as 'Sveindís Jane' not 'Jónsdóttir' as one would for say a German player by default. That's because German names are formally shortened to the surname. Icelandic names are formally shortened to the first name. The name “Yonsdóttir” is not a surname; it’s a patronymic. It identifies who the person’s father is. In this case, literally, the person is “Svayndees Jane, daughter of Yons” It would be considered inappropriate in Iceland - and indeed sexist — to shorten a woman’s name to “daughter of Yons”. In the context of a women’s professional footballer, referring to each player primarily by the name of her father, not by her own name, would be considered highly sexist in Iceland.

The result means Wolfsburg are into the quarter-finals for a 12th season in 13, last season the only exception. The She-Wolves have also won eight of their last nine games. For AS Roma, it's the second time in a row they have been been drawn in a really tough group, and missed out on reaching the knockouts, so the priority now becomes retaining the Italian Serie A League and Coppa Italia cup domestic double they won last season."
OmEfo0t3hFk,First ever hat-trick for Sveindís in her professional club career - and what a time to get one! 🤩😎
OmEfo0t3hFk,Four goals is is absolutely crazy
Dfpbp28iV-0,Julia brand so pretty
Dfpbp28iV-0,Che goduria 😂😂😂😂😂😂😂
Dfpbp28iV-0,What a beautiful hattrick by Sveindis.
Dfpbp28iV-0,what a beautiful and fantastic goal by Popp :O
Dfpbp28iV-0,"Jonsdottir auf den Spuren von Lewandowski. Viererpack, Woman of the match"
Dfpbp28iV-0,"Jónsdóttir onslaught with 4 goals in 25 minutes! Take a bow!
Also a masterful goal by Popp to open the floodgates only 5+ minutes into the game, and Beerensteyn's strike after great series of passing for a wonderful team goal to break the deadlock.... What a match! ⚽🐺🟢
-red."
Dfpbp28iV-0,Player 23 absolutely crushed that making easily those 4 gols. Rome are eliminated already
Dfpbp28iV-0,Sveindis on fire 🔥💚🐺💚🔥
yiha4vygZDI,Great match 🔥🥳
rcyvhV32JyQ,They need better challenges/games for the players. This one was boring.
LzF1Ru_3rjk,8:04 Jule telling Lynn to 'chill' is hilarious lol Lynn was totally fired up during the game 😂
LzF1Ru_3rjk,Need more contents like this
LzF1Ru_3rjk,"You know, when I keep saying Sveindís should be getting more minutes with her team, this wasn't exactly what I had in mind 😏"
LzF1Ru_3rjk,Jule Brand 😍
LzF1Ru_3rjk,Jule's bus was awesome 😂
LzF1Ru_3rjk,"The Wolf... One drew a cat, the other drew Pac-Man 🤣

This was hilarious, it made my day. 💚💚💚🐺"
LzF1Ru_3rjk,"Very competetive girls, as you may suspect 😂"
LzF1Ru_3rjk,"Hahaha, that was actually funny!"
LzF1Ru_3rjk,Yayyy our she-wolves ❤
LzF1Ru_3rjk,First
bfyLrk8Ar5o,Slow motion focused on the ball is nonsense. You can't see anything and the camera is always late. Do the directors check the result of their work?
bfyLrk8Ar5o,"Bayern, emirates awaits you"
bfyLrk8Ar5o,"Crossbar was rly the omen, there is coming more."
bfyLrk8Ar5o,"Where the match, c'mon dazn"
bfyLrk8Ar5o,Took 10 Matches until i saw first DoublePost.
sOmmQigwjtw,Thank you
sOmmQigwjtw,Bayern iucky to get draw !!! Average team and players
sOmmQigwjtw,THESE USELESS GERMAN TEAMS ARE ALL OVER RATED THE WOMENS TEAM ARE JUST AS BAD AS THE MENS TEAMS WHERE WAS THE GERMAN DEFENCE OPEN GOAL FIXED GAME CHAMPIONS LEAGUE YOUR HAVING A LAUGH I HAVE SEEN BETTER PUB TEAM PLAY BETTER
sOmmQigwjtw,Vålerenga players look like the French national team from the 90's.
sOmmQigwjtw,Bayern fell off bro
sOmmQigwjtw,"Giulia gwinn what a performance 🙆‍♂️ save , assist .
Supergirl ⚽️🏅"
sOmmQigwjtw,1/10 Munich  shocking women stay in kitchen
sOmmQigwjtw,What a fantastic result by Válerenga 👏
l-OCpmL-XpY,we care it is just few dispute
l-OCpmL-XpY,a great football match in Sweden
l-OCpmL-XpY,wow great match
l-OCpmL-XpY,Is Kelly bad now ? She is never starting
l-OCpmL-XpY,the tifo
l-OCpmL-XpY,Each and every player is beautiful like a flower blooming in the field.
l-OCpmL-XpY,Why is the chanting wall of Hammerby fans all men and not all women? Women only throw insults 😂
l-OCpmL-XpY,The ladys 2 goals are better than some mens goals. She is the number 1 best player for women in the world right now. Those goals are impossible
l-OCpmL-XpY,"All respect to Hamarbys girls👏👍❤, and well done to MC girls👍🤟."
l-OCpmL-XpY,Record for a women’s club game. Not all time high for any women’s game but one of the best in total too.
l-OCpmL-XpY,"Throwing an object (likely a coin) at a player is disgusting, disgraceful and dangerous behaviour. 

Why no mention of it in commentary, even though a replay of the incident was shown?"
l-OCpmL-XpY,Yellow for what? #RacistRef
l-OCpmL-XpY,"Fair play  please, it was not a Foul,"
l-OCpmL-XpY,116 charges
l-OCpmL-XpY,The referee is a joke to add only 4 min
oumbrKzmJ1o,Germany: Turkey 5:0😂
oumbrKzmJ1o,Congrats wolfsburg👏 from 🇳🇵Nepal ❤❤❤❤
oumbrKzmJ1o,Hallo froyenallesgood
oumbrKzmJ1o,MaVrUpA fAtIHi 🤣🤣
oumbrKzmJ1o,"Poppi would definitely still be incredible for the Nationalelf, perhaps there might be a tiny chance she'll reconsider closer to the Euros, the national team coach will probably try out several different players upfront leading up the Euros but there's no one better than Popp, what an incredible player, also Frohms is still a world-class women's keeper and should also still be an international."
K_TM-5NHm2o,Das ist so traurig alles. xD
D5Ib-oiCr0M,Those 6 Wolfsburg away fans are the story for me
D5Ib-oiCr0M,What is the final score
D5Ib-oiCr0M,What's the score guys I have network problem
7XpTxcIXU_Y,"I presumed from the German language of the title that this would then have a matching German commentator, like they've usually done it in the past - so why have two streams of the same game with both of them in English?!?
Edit - Correct track kicks in after a few minutes, so nvm"
cR5P-8BCbVc,21/11/2024 play as criminal irresponsabile idioten clowns 😢😢😢
cR5P-8BCbVc,Thanks for giving us the highlights but it's never fun if u've already shown us the result
cR5P-8BCbVc,We may have lost against City tonight but we didn't lose against Bayern too the same night. (Look at the logo in the thumbnail.)
LWXk7i8sqgs,bayern tolle mannschft
CdaiLnn4Wbo,Why aren't the full matches uploaded to YouTube? Why limit the number of viewers with your junk app
mbWrTNvbKoc,That isn't a foul at all.
mbWrTNvbKoc,"Wasn’t able to watch the game live but from the highlights it looked like an absolute cracking match. Shame they wouldn’t let the game be held at the BayArena, like it deserved to be."
iDKuNK4Slpk,HipHip Hurra
KgfQIVUd9tM,"It's extremely unfair with red card. To me, you will get a yellow card if you intentionally play foul 3 times, a red card if you do it 5 times. In case of potentially scoring, red card if you obviously play foul."
KgfQIVUd9tM,whiskey
KgfQIVUd9tM,"I don't get it, she (Mickenhagen) won the ball. Ref cost Leverkusen the 3 points."
KgfQIVUd9tM,"I find it really hard to watch these games and not just be angry at how unequal the whole thing is. The way the commentator acts as if these are two equal teams, when it’s far from that. Leverkusen have to play out of their skin to beat the them with all the star names. And it’s hardly some big achievement when Bayern came back. Even without the second yellow, it was always likely that the higher quality team would come back and win the game. We need some honesty about how unequal this sport is. Rather than papering over it by pretending it’s a fair contest. It isn’t."
KgfQIVUd9tM,"Who is the commentator? He did great,"
KgfQIVUd9tM,Great game!
KgfQIVUd9tM,2:18:26 - 2:18:37 exactly my thoughts on the 2nd yellow. Egregious.
KgfQIVUd9tM,"Ok, after rewatching the foul that lead to the second yellow card for Mickenhagen, I have to admit that it was a wrong decision. The penalty decision was surely right, though"
KgfQIVUd9tM,Excellent commentator; called the game really well.Top bloke.
osekZ-o7a7w,"Where did OL find this number 6? She's too powerful, technical, and fast. I love her vision of the game; she must be from Barcelona at all costs."
osekZ-o7a7w,"Heads up She Wolves! Second place behind Lyon is still possible. Galatasaray twice coming up next, that should be an easier task to complete. With regained self confidence, there will be new possibilities against AS Roma home.

PS nobody's talking about Bara because 1. she was not on the field and 2. the visitors of this channel prefer to talk about women's football."
osekZ-o7a7w,"Lyon wasting golden opportunities like Barca.
Going to be an interesting UWCL this season."
osekZ-o7a7w,I love Lyon ❤🎉❤🎉
osekZ-o7a7w,bara bet called dumornay's hat trick faster than this comment section exploded with emojis.
osekZ-o7a7w,imagine not betting on this
osekZ-o7a7w,crazy how no one's talking about the bara bet free picks
osekZ-o7a7w,Who's here from bara bet??
osekZ-o7a7w,why is this match not airing on YouTube ?
osekZ-o7a7w,Dumornay always on 🔥 😮
osekZ-o7a7w,"So, basically, Wolfsburg is practically eliminated. Shame, shsme!!"
osekZ-o7a7w,The amount of wasted opportunities from Wolfsburg...
osekZ-o7a7w,what happen to wolfsburg now?? they are one of the best team last season
osekZ-o7a7w,Durmoney on another level 🔥 🔥🔥🇭🇹
68_WZ_PsnM8,HALA MADRID!!GRANDE CHICAS
68_WZ_PsnM8,"bara bet called that golazo from Weir, anyone else think they're psychic or what? 😅"
68_WZ_PsnM8,crazy how no one's talking about the bara bet free picks
68_WZ_PsnM8,Who's here from bara bet??
68_WZ_PsnM8,imagine not betting on this
68_WZ_PsnM8,"Celtic were amazing tonight. That was like a win in such an unfair match. And away from home too. Bravo. And bravo to the Celtic fans as well. On the broadcast, it sounded like a home crowd."
68_WZ_PsnM8,Why this game wasn't in live
Bd3nhvaBD0w,Can you please upload today's match full bayern vs leverkusen women match full
Bd3nhvaBD0w,You know its womens football when even the commentator doesn‘t know if it was a shot or a pass😢
Bd3nhvaBD0w,"You should show the lining up.All the time like this,how will get new fans.Put line ups pleaseeeeeeeee"
Bd3nhvaBD0w,Why is juve not having there logo on the bage
Bd3nhvaBD0w,Where is Boattin post and the penalty on caruso ? 🤡🤡
Bd3nhvaBD0w,"Danke fc Bayern 
Ole ole fc Bayern ole
Mia san mia"
Bd3nhvaBD0w,Tough Champions League!
Bd3nhvaBD0w,Who's here from bara bet??
Bd3nhvaBD0w,"crazy how bara bet called that penalty at 5:54, future tellers or what? 🤔"
Bd3nhvaBD0w,imagine not betting on this
Bd3nhvaBD0w,crazy how no one's talking about the bara bet free picks
Bd3nhvaBD0w,Ref 5$😂
Bd3nhvaBD0w,"2:30 1st goal 
6:31 2nd goal"
Bd3nhvaBD0w,"@DAZN learn to shorten highlights, it's discourages people from watching"
wVZQsPtpLYs,"Bayern Munchen is riding high, for the moment. But I predict they will fall short of winning the League, even though they might win their Group."
m2U7Y2s9IcU,Hugely disappointing I can’t watch the AWFC replay!!!!!
m2U7Y2s9IcU,This is not Valerenga 🙄
m2U7Y2s9IcU,Where can I watch the Live match else
m2U7Y2s9IcU,Is Jonas still in the team 😔
m2U7Y2s9IcU,it’s on TNT sports 1 :)
m2U7Y2s9IcU,"The Dazn website is the most frustrating website to use , if you are not going to post Arsenal matches here, might as well not bother."
m2U7Y2s9IcU,This is ridiculous. Why do you advertise livestream on YouTube and then have a screen that says we have to sign up for you app
m2U7Y2s9IcU,And where the F is the game?! 😄
m2U7Y2s9IcU,How do I see the game
m2U7Y2s9IcU,"I know its really early but both Arsenal and Barcelona are winning.. ARSENAL 4-1 VALERENGA- Emily Fox 2mins, Caitlin Ford 29mins, Mariona Caldentey 85mins, Alessia Russo 93mins, Olaug Tvedten 35mins.. BARCELONA 9-0 HAMMARBY- Caroline Graham-Hansen scored in the 10mins and in the 75mins, Claudia Pina scored in the 24mins and the 58mins, Alexia Putellas 45mins, Mapi Leon 53mims, Ewa Pajor 72mins and Esmee Briggs 86mins and Fridolina Rolfo 90mins PEN.. Fake Barca fans in the live chat were saying they want Alexia Putellas to leave Barcelona"
m2U7Y2s9IcU,where's the game??
m2U7Y2s9IcU,This is so exciting...!!!
m2U7Y2s9IcU,"If you’re in the UK and have TNT Sports, it’s on there"
m2U7Y2s9IcU,What's happening 😢😢😢😢why can't I see the real game
m2U7Y2s9IcU,Jonas have resigned...!!!!!!
m2U7Y2s9IcU,What's happening  we need the game
m2U7Y2s9IcU,Where is the arsenal link
m2U7Y2s9IcU,Sorry i have other means
m2U7Y2s9IcU,Can you show the actual game please!
m2U7Y2s9IcU,What a delay
m2U7Y2s9IcU,Away 1 goal pleas
m2U7Y2s9IcU,can we see the match live maybe
m2U7Y2s9IcU,ok it’s 8 now
m2U7Y2s9IcU,Are they showing the actual game?
m2U7Y2s9IcU,​​TNT SPORTS 1 LIVE THESE WONT HAVE IT LIVE
m2U7Y2s9IcU,I’m confused I thought arsenal was playing?
m2U7Y2s9IcU,Is this where to watch the match
m2U7Y2s9IcU,What is this we need real match
m2U7Y2s9IcU,Let’s see how Arsenal do without Jonas
m2U7Y2s9IcU,Where's Barca match? Why there's no live streaming
m2U7Y2s9IcU,Thank.
m2U7Y2s9IcU,Is this the actual match?
m2U7Y2s9IcU,COYG!!!!!! All the best to the team and Renee
m2U7Y2s9IcU,"Looking forward to this first performance post-Jonas,"
m2U7Y2s9IcU,COYG🔴⚪
m2U7Y2s9IcU,What about the Barcelona match against Hammarby??
m2U7Y2s9IcU,Arsenal can finally win a match 😂😂😂😂😂😂😂😂😂😂
wY68x3kF_QA,Shena and Merry Christmas:)
wY68x3kF_QA,Bayern ist gut
wY68x3kF_QA,I refuse to watch every match where the results are given before watching it.
wY68x3kF_QA,"DAZN, stop showing the results in the thumbnails or titles please"
wY68x3kF_QA,We were beaten because of sheer lapses in concentration. The goal difference would not have been this high
wY68x3kF_QA,Arsenal humiliated...
wY68x3kF_QA,cool
wY68x3kF_QA,"Men or Women , Byern München "" The Tiger of Bavaria "" always get the winning in their claw . ❤"
wY68x3kF_QA,IM STARTING TO THINK THAT MANU CANT DIVE 😂😂😂
wY68x3kF_QA,"We had an international break this week; still, they don't host the women's games in the Allianz. They should at least play all the Champions League games in the Allianz."
wY68x3kF_QA,"Last season: This is bs. We are a famous club. We shouldn't go through qualification to the group stage
This season: 😮😑"
wY68x3kF_QA,They can't beat Chelsea
wY68x3kF_QA,Proper chelsea innit 💩💙
wY68x3kF_QA,Harder always hate arsenal 🤣
wY68x3kF_QA,"The redder they are, the Harder they fall."
wY68x3kF_QA,LOVELY .KEEP JONAS.WE CAN GET BACK TO CHEAP TICKETS AND BOREHAM WOOD WITH 2000 SUPPORTERS.LOVELY
wY68x3kF_QA,Arsenal are clueless and tha coach should never have been given an extension…should be shipped back to Sweden.
wY68x3kF_QA,Only Chelsea at the weekend.🙄
wY68x3kF_QA,Arsenal were caught between a rock and Pernille Harder.
wY68x3kF_QA,gonna get absolutely slapped by chelsea this weekend 😵
wY68x3kF_QA,"Harder was brilliant not bad for a 31 year old player, arsenal have lots of older players who are not a match to her, cant see them beating chelsea on saturday, ive been an arsenal fan all my life both men and women,ive seen kids play better football than them"
wY68x3kF_QA,"Man, always delivering against top teams"
wY68x3kF_QA,Please use English
wY68x3kF_QA,Who’s winning the Woman’s champions league?❤
_NFnX02Mumc,"This bayern team is so perfect

Imagine Oberdorf comes back with stanway and Sarah midfield trio with Lohman and Buhl on wings with Harder upfront 
this attack will be ruthless"
_NFnX02Mumc,Tromp Path
_NFnX02Mumc,7:06 horrendous marking.
