video_id,comment
Al-VY9kFTfI,ابوس ايدك بس صعدوا تعليقي خل يشوفه الناس والله تمر ايامنا وليالينا واحنا لانملك شي اين القلوب الراحمه ضااااق حالنا ووضاااااق بنا الحال والله ما كتبت هذا الكلام الا من الضيق وقسوت الضروف يِآ نآس يِآآمٌـٍة مٌحًمٌد صِآرتٍ قلّوبگٍمٌ بلّآ رحًمٌهً ولّآشفُقهً ولّآ آنسآنيِهً گٍمٌ شگٍيِتٍ وگٍمٌ بگٍيِتٍ گٍمٌ نآديِتٍ وگٍمٌ نآشدتٍ ولّگٍن لّآ حًيِآٍة لّمٌن تٍنآديِ هًلّ يِرضيِگٍمٌ آن آخوآنيِ يِبگٍون ويِمٌوتٍون مٌن آلّجُوع وآنتٍمٌ مٌوجُودون يِعلّمٌ آلّلّهً آلّعلّيِ آلّعظَيِمٌ آننآ لّآ نمٌلّگٍ حًتٍى قيِمٌـٍة گٍيِلّو دقيِق آبيِ مٌتٍوفُيِ ﻭﺃﺧﻮﺍﻧﻲ ﺻﻐﺎﺭ ﻟﻴﺲ ﻟﻨﺎ ﺃﺣﺪ ﺃﻗﺴﻢ ﺑﺎﻟﻠﻪ ﺍﻟﻌﻈﻴﻢ ﺃﻧﻬﻢ ﻧﺎﻣﻮﺍ ﺃﻣﺲ ﺟﻮﻋﺎﻧﻴﻦ ﻭﻫﻢ ﻳﺒﻜﻮﻥ من الالم والولايات ﻳﺎﺃﻫﻞ ﺍﻟﺨﻴﺮ ﻫﻞ ﻳﺮﺿﻴﻜﻢ ﺃﻧﻨﺎ ﻣﻦ ﺃﻣﺲ ﻟﺤﺪ ﺍﻵﻥ ﺑﺪﻭﻥ ﺃﻛﻞ ﻳﺎﺃﺧﻮﺓ الأسلام يافاعلين الخير انا اقسم بالله على كتاب الله اني لااكذب عليك ولا انصب ولا احتال اني بنت يمنيه نازحين  انا واسرتي بيتنا ايجار الشهرب 20 الف يمني والان علينا 60 الف حق3 شهور وصاحب البيت من الناس الي ماترحم والله يا اخي انه يجي كل يوم يبهدلنا ويتكلم علينا ويريد يطردنا من البيت للشارع لانناماقدرناندفعله الأجار وما يروح الئ بعدما نبكي ورجعوتكلمو الجيران ومهلنالاخره الأسبوع واذا دفعنا له حلف يمين بالله بيخرجنا إلى الشارع بدون رحمه واحنا.مشردين من بلادنا بسبب هذا الحرب ولانجد قوت يومنا وعايشين اناوامي واخوتي سغار والدنا متوفي الله يرحمه ومامعنا أحد في هذا الدنيا يقف جاانبنا في هذه الظروف القاسيه ومامعي اخوان كباره يقفوا معنا في هذا الظروف اخوتي سغار ولكن انا بنت لااستطيع ان اشتغل اقسم بلله ان اخواني خرجوا على للشارع وشافو وشافو الجيران ياكلو راوقفو وقفوا عند بابهم لجل يعطوهم ولوخبزه يسد بها جوعهم والله الذي له ملك السموات والارض انهم غلقو الباب وطردوهم ورجعویبکوایموتومن الجوع والله ما نجد لقمت عیش والان لوما احدنا ساعدنا في كيلوا دقيق اقسم بالله انموت من الجوع فيا اخي انا دخيله على الله ثم عليك واريد منك المساعده لوجه الله انشدك بالله تحب الخير واتساعدني ولو وتطلب اسم بطاقتي وترسلي ولاتتاخر وايعوضك الله بكل خير فيا اخي انت رجال إذاشفت اسرتك جاوعين المستحيل من اجل تامن لهم الأكب ولكن انابنت عيني بصيره ويدي قصيره ليس لي أب مثلك واخواني سغار شوف كيف حالتهم وساعدنا وأنقذنا قبل أن يطردونا في الشارع تتبهدل أو نموت من الجوع أنا اقسم بالله الذي رفع سبع سموات بلاعمدوبسط الارض ومهداني لااكذب عليك بحرف من هذا الرساله واني ماطلبتك إلى من ضيق ومن قسوت الضروف والحال الذي احنافيه وانا واسرتي نسالك بالله لولك مقدره ﻳﺎﺃﻫﻞ ﺍﻟﺨﻴﺮ ﺍﻟﻲ ﻋﻨﺪﻩ ﺍﻟﻘﺪﺭﻩ ﻋﻠﻰ ﻣﺴﺎﻋﺪﺗﻨﺎ لايتاخر علينا لحظه هاذا رقمي واتساب00967737505247 الذي يقدر يساعدنا يراسلني على الواتساب نرسله ألاسم الكامل يحولنا بقدر استطاعته جزاكم الله خيرتــــــــــــــ الجزا😢🎉🎉🥺😭💔💔
Al-VY9kFTfI,Juventus with another huge win over Fiorentina as both teams still have to face each other in the Playoff Tournament and the second leg in the Semi Final of the Italian Womens Cup.. Barbara Bonansea on the scoresheet yet again and Martina Rosucci coming on and rather help Juve attack.. she helped out defensive duties playing very well covering left back and right centre back.. Rosucci should of started 😂
5Znib3vuh64,"See, looks so much better in the main stadium where it should be, like Liga MX Feminille do."
5Znib3vuh64,"Atleti dropping points again?
I really thought they could challenge for the champions league spots"
2qA4gwtPxP0,Nur Fans von Paris Saint-Germain können diesen Kommentar liken
5_F_rWSzC5A,"1:19:55
1:25:30
1:28:34
1:38:10
1:55:41
1:56:04"
5_F_rWSzC5A,I was so baffled when mary wasn't allowed to wear tape 🤔 never seen that before lol
5_F_rWSzC5A,Haha. Poor Mary
5_F_rWSzC5A,Another huge win for PSG in their race for 2nd place against local rivals Paris FC.. Lyon and both Paris Clubs have already qualified for next season Uefa champions league since the other teams behind them can no longer catch them.. Let's hope soon to be League Champions Lyon helps PSG by beating Paris FC on the 12th April..
zB4-e5PJRco,O gol em 6:40 nos dá chance ainda! Eu acredito em um 3x1 na volta 🖤🤍💚
zB4-e5PJRco,Giugliano carica per la nazionale. Grande!!!
zB4-e5PJRco,Danz full from what 😢😢
zB4-e5PJRco,"Sono due anni che sto'quasi implorando Betty Bavagnoli di portare a Roma Poje Mihelic,e'gia'una campionessa capace di fare tutto,ma ai nostri scout piace l'esotico,coreane,cinesi,nigeriane..(!?!) Naja nonostante la giovane eta'gioca come poche,nel dai e vai e'fortissima e vicino a Giada farebbe faville..Daje Betty fai un ultimo sforzo!!!"
zB4-e5PJRco,Manuela Giugliano💛❤💛❤💛❤ fantastica!
zB4-e5PJRco,💪🏼🧡❤️ 🇮🇹
FC3OAaPgCA0,2:59:24
FC3OAaPgCA0,DAZN NOTE >>> TRUMP IS VERY CUNNING HE IS PROVOKING/ FEARING ARABS TO RE-BUILD GHAZA WHICH IS TOTALY JOB OF USA/ ISRAEL WHO DESTROYED GHAZA ???? HA HA HA HA
FC3OAaPgCA0,حارسة نادي النصر اعتقد انه ذكر وليس أنثى
FC3OAaPgCA0,O juiz roubou 1 pênalti
6etVVAHpxm8,すっごい‼️
6etVVAHpxm8,Amazing！
6etVVAHpxm8,she is hot
6etVVAHpxm8,"Female Japanese players are amazing, not only talented, so tactically disciplined they are a joy to watch."
6etVVAHpxm8,シュートの威力がもはや女子のレベル超えてるのよ……スゲェ…
6etVVAHpxm8,カメラにもフェイント
6etVVAHpxm8,これでも筋肉を痛めていたというんだぜ。。
6etVVAHpxm8,男子並みだもんエグいて
6etVVAHpxm8,モモコー　タニキャワァァァァ
6etVVAHpxm8,谷川すごすぎる。もう今後は萌々子をエロい目線でしか見れない。
6etVVAHpxm8,🔥🤯🤯💀
6etVVAHpxm8,Looks like musiala now has a female counterpart.
6etVVAHpxm8,相撲パワーって体幹がしっかりしているって事？出来れば違うパワーでお願いしたい😥
6etVVAHpxm8,さ　い　こ　う　👍👍👍👍👍👍👍👍
6etVVAHpxm8,何回みてもスッキリするね‼️
6etVVAHpxm8,小さい頃から打ち続けているシュートの型なんだよね。努力の天才でもある。
6etVVAHpxm8,谷川選手はミドルやロングシユゥトがうますぎる。
6etVVAHpxm8,ağğğhhhh.. pernille..💙
6etVVAHpxm8,バー下を狙ってたんじゃないかと思う程の高精度😮
6etVVAHpxm8,"相撲パワーー！www 
日本=相撲だから、しょうがないかw"
6etVVAHpxm8,The amazing thing is that she prefers kicking with her right foot and yet she uses her left foot as if that is her main kicking foot. That's amazing skill right there. She definitely has the potential to be one of the best football players in the world.
6etVVAHpxm8,Where did this Momoko Tanikawa come from? JFC
6etVVAHpxm8,DAZE full from what 🤔🤔🤔
6etVVAHpxm8,Potential to be one of the best female footballer in the world. What a gem from Japan.
6etVVAHpxm8,bravo les filles très bon match FC BAYERN
6etVVAHpxm8,"Stream full match DAZN, open all territories, look they all so wet 🥹"
6etVVAHpxm8,"谷川選手のブンデス伝説一歩目になっちゃいそうな試合だった。

この動画の得点シーン前の、逆転アシスト作ったフェイント3人抜きも、凄かった。

ここから得点ドバドバいれて大暴れしてほしい！
谷川ならできる！！
できちゃう子！！"
6etVVAHpxm8,感動をありがとう。この日のプレーは一生忘れないよ。
6etVVAHpxm8,1A1Gおめでとう🎉
6etVVAHpxm8,"谷川選手活躍したなあ😌
最後まで観て良かったああああ😭😭😭✨"
6etVVAHpxm8,☆☆☆Tanikawa〜〜　く(｀･ω･´)☆☆☆
gUv3EGWZj4o,Tomando a liderança da Frauenbundesliga ❤ bom ganhar saldo
gUv3EGWZj4o,War live dort! ❤❤❤
gUv3EGWZj4o,Das war mal das Spitzenduell in der Bundesliga.
2o5nYSpxSMk,Some great saves!
2o5nYSpxSMk,"1:11 this looked amazing, I wish it had gone in 😆"
GGUTLr1LfdM,Naomie kaba kaba warrior ya makasi
Pyg_l5PnH8E,sehr schönes und unterhaltsames Spiel!
VAoJwFmi1Ho,"Na also sooo vernichtend fand ich das nicht wie so viele der Posts hier. Ja, das Spiel muß der VfL gewinnen um ganz oben dabei zu sein, stimmt. Beide Keeperinnen waren sehr gut, wenn auch die Geissböckin wesentlich mehr zu tun hatte. Doch: Wolfsburg spielt noch gegen Frankfurt & Bayern, muss dann halt unbedingt beides gewonnen werden.
Beerensteyn wird auch in der CL ihre Chancen bekommen und auch wenn sie hier Riesenchancen hat liegen lassen, sie ist (siehe meinen letzten Vlog) die ""heißeste Schützin"" der letzten 4 Spieltage!"
VAoJwFmi1Ho,Mädels 🎉 nr1 Wob
VAoJwFmi1Ho,Schon skandalös das ihr die zwei klaren Handelfmeter für Wolfsburg nicht rein schneidet und kein Wort zum peinlichen Zeitspiel der Kölnerinnen seit der 45. Minute.
VAoJwFmi1Ho,"Meisterschaft Ade..Viel zu spät gewechselt, wie so oft.....Ein Trainerwechsel ist mehr als nötig......So auch keine Chance in der CL......Traurig was aus den Wölfinnen geworden ist.."
VAoJwFmi1Ho,Ich hoffe ich verliert gegen Barcelona 10:0😊
VAoJwFmi1Ho,Es wurde Zeit das wir endlich mal eine richtig gute Torfrau.❤ das war oft genug unser Schwachpunkt
VAoJwFmi1Ho,"Die Koelnerinnen hatten Dank ihrer Keeperin das Quaentchen Glueck dass der Punkt letztendlich in Koeln geblieben ist aber da siehst du wie wichtig eine gute Keeperin ist und der Stadionsprecher ist auch ganz deutlich zu hoeren: ""Steht auf wenn ihr Koelner seid!!!"" Den habt ihr gut in dieses kurze Video eingefangen bekommen, top!"
VAoJwFmi1Ho,"Freue mich auf das CL-Torfestival im März: Barcelona 😜 und Lyon 😜 gegen die ""Spitzenclubs"" 😜 der Bundesliga..."
VAoJwFmi1Ho,"Lineth hatte treffen müssen

Das, wars wohl mit der Meisterschaft mal wieder"
VAoJwFmi1Ho,Der VFL hat es verkackt.
VAoJwFmi1Ho,"Ganz ehrlich: Wie der VFL Wolfsburg Merle Frohms behandelt, ist absolut mies und reines Mobbing!!!"
VAoJwFmi1Ho,"Vielleicht dämmert es jetzt, dass der VfL andere Probleme hat, als zur Unzeit Torfrauendiskussionen anfangen oder dann und wann tiefer zu stehen! Klar war auch etwas Pech dabei, aber  dem Team fehlt es an Konsequenz im letzten Drittel und der Fähigkeit, eine deutlich schwächere Mannschaft durch strukturiertes Passspiel auszuhebeln.😢"
y3TYREywP7E,Immer nur vfl💚🐺🐺💚
y3TYREywP7E,Why can't we watch the full match on youtube?
y3TYREywP7E,A nice game from Wolfsburg
UqeFswGY-lQ,"hää, welche Dominanz?  Bayern hat nur knapp gewonnen, Dominanz sieht anders aus. Das Ergebnis kann nicht der Anspruch von Bayern sein. Mit einem Tor Vorsprung gewonnen, mit Glück gewonnen."
UqeFswGY-lQ,Ja
UqeFswGY-lQ,"""Souveräner Auftritt"", aber nur 1 Tor -- das ist ein Widerspruch."
UqeFswGY-lQ,Danke für's hochladen ❤
76_v9SqfhDw,"1:11:39 ""nice flash to the face"" & 1:12:50 ""the imprint of the ball on her face""  😮😖 - British humor from the happy moderator 👎"
76_v9SqfhDw,Mighty winner SGE !!
76_v9SqfhDw,Die Tore entscheiden 😂
76_v9SqfhDw,"This could be the game that maybe cost Bayer Leverkusen the title race and finish outside of The Uefa champions league place if results go against them.. Bayer Leverkusen must win every single remaining League game against SGS Essen, Hoffenheim, Carl Zeiss Jena, Werder Bremen, Bayern Munich, FC Koln, Potsdam, RB Leipzig and VFL Wolfsburg.."
76_v9SqfhDw,Super-Spiel. Beide Mannschaften meisterhaft. Aber Leverkusen war besser und hätte den Sieg verdient.
N_gOkb8xqcI,Ze is fysiek erg sterk maar moet zich natuurlijk wel bewijzen
N_gOkb8xqcI,Wish she had been able to play yesterday's fa cup match
N_gOkb8xqcI,Lize ur Special
N_gOkb8xqcI,Best try❤🔥💪.
W3oPf4FWr8Q,Forza Como
W3oPf4FWr8Q,Como goals 7:45 and 8:22
W3oPf4FWr8Q,Will Como go finally to champions league?
W3oPf4FWr8Q,But what about red card?..
NK7eLbhu9EQ,Popp the absolute best ❤❤
NK7eLbhu9EQ,"Ihr tickt doch nicht ganz sauber. 
Ich würde jede Szene 10x wiederholen"
dF9uUhS5w20,What a player! Danish goat
dF9uUhS5w20,"Really enjoyed Harder when she was playing on Chelsea. Mostly header goals here, but I thought her playmaking was some of the best in women's soccer. Glad she is doing well."
dF9uUhS5w20,HARDER!!!!!!!!!!!!!!!!!!!!!!!!
dF9uUhS5w20,Fa sempre la scelta migliore. Grande Pernille ✨
dF9uUhS5w20,Queen P 👏
dF9uUhS5w20,Hello Heppy new Year
dF9uUhS5w20,"nice goals, but what really makes her stand out is her game intelligence and her huge influence on the team. the goals are just a very nice bonus imo."
dF9uUhS5w20,Hello garals Heppy new Year
NG35REVSBe0,"While everyone is talking about Barcelona, Lyon, Arsenal, Chelsea or City, Bayern Munich can become this season's dark horse. 
Flawless during their first five games, they had a bit of bad luck during round 6 against Arsenal.
If they can get more shots on target and be more accurate in the conversion of their chances, Bayern will be a serious danger for the aforementioned big five."
NG35REVSBe0,"Bots weg, sofort"
NG35REVSBe0,4️⃣🅰️7️⃣N W🤍Ⓜ️5️⃣N'🌟 7️⃣💙♥️1️⃣🅱️7️⃣1️⃣
4568qaQCpEY,"Sorry, but Bayern should have won"
4568qaQCpEY,Min 20'20 bùhl what a look 🤨
4568qaQCpEY,Mariona fantástica tocando el piano y lanzando penaltis 🎹🏆⚽🤸
4568qaQCpEY,Prima! Scheiß-Bayern...
4568qaQCpEY,Warum müßt Ihr immer solche Brüllaffen an die Mikrophone setzen ?
4568qaQCpEY,Why does it not let me watch the match live on here but then after the match it lets me
4568qaQCpEY,"🛸                                            🛸
Magdalena Eriksson ballando sulle tombe dei topi cantati                 🤓"
4568qaQCpEY,Solo Mariona podia ejecutar de manera el penal.
4568qaQCpEY,มันส์ มากกกก
4568qaQCpEY,Was macht der Torwart beruflich?
4568qaQCpEY,"Hatte es schon vor Wochen gesagt, die Ergebnisse täuschen, in der Liga und speziell international Bayern viel zu harmlos, schon beim Spielaufbau des Gegners, kein Anlaufen, Pressing, zu Fehler zwingen. Sobald Gegenspieler den Ball haben, wird oft stehen geblieben, kein Druck ausgeübt, zugeschaut, wie die Anderen ihr Spiel neu aufbauen,es fehlt die Aggressivität, der Wille! So wird es wahrscheinlich in der nächsten Runde nichts. Sehe keine Weiterentwicklung, ein Ball hin und her Geschiebe, links, rechts und zurück, keine Spielidee, ob der Trainer langfristig der Richtige ist??"
4568qaQCpEY,Corner arsenal!
4568qaQCpEY,"Mariona, puede meterte dos goles sin dejar de reirse, esta chica cada dia es mejor."
4568qaQCpEY,Bayern München sind und in München in der Schule und München womern 🎉🎉🎉🎉🎉🎉🎉
4568qaQCpEY,Bayern München und sind in der in München und München München und der beste 😊 7:43
4568qaQCpEY,Bayern München und München sind die ganze Zeit schon in München in 🎉😅
4568qaQCpEY,Bayern München und Frankfurt am Main und München sind in München in den Jahren nach dem 😂 7:43
4568qaQCpEY,Bayern ist eine ein guter Freund von der Frau in München oder so in München und in der Schule München und 🫵😝 womern
4568qaQCpEY,Arsenal 💪🏻
4568qaQCpEY,"i would say it was a 2-2 game, lucky to get a penalty so late."
4568qaQCpEY,"Das Spiel hat Arsenal nicht gewonnen, sondern die Bayern haben es aktiv verloren."
4568qaQCpEY,Solche Glücksdinger😅
4568qaQCpEY,Bellissima partita e super fortissima sempre alessia russo
4568qaQCpEY,Now we want to play Chelsea ladies next
4568qaQCpEY,"Far too much training, back and forth, pushing and above all playing back without need from FC Bayern. The midfield players had more of a pull to the back than to the front. Managing - that acts as a weakness for your own team and as an incentive for the opponent. That's boring for the viewer - as a viewer you switch off beforehand. The next day you have the proof in the result that this behavior was punished again."
4568qaQCpEY,"Viel zu viel Trainings Hin u Her Geschiebe  und vor allem Zurückspielen ohne Not vom FC Bayern. Die Mittelfeld Spielerinnen hatten eher den Zug nach hinten als nach vorn. Verwalten - das wirkt als Schwäche für die eigene Mannschaft und als Ansporn für den Gegner. Das ist langweilig für den Zuschauer - man schaltet als Zuschauer vorher ab. Am nächsten Tag hat man dann den Beweis im Ergebnis , dass dieses Verhalten wieder mal bestraft wurde."
4568qaQCpEY,Leider ziemlich lieblos zusammen geschnitten. Dazu nur der Livekommentar anstatt einer Zusammenfassung.
4568qaQCpEY,Rene has done an unbelievable job. Complete 180 from Jonas. Deserves the job full time.
4568qaQCpEY,"Jetzt auf den Torfrauen rumzuhacken find ich zu einfach, die Bedingungen waren extrem ungünstig. Der eiskalte Wind mit Sturmböen, dazu durchgehend  Sprühregen fast horizontal in der Luft, schränkten die Sichtverhältnisse stark ein (gücklicherweise nicht noch Nebel obendrauf). Sowohl Van Domselaar als auch Mahmutovic (zwei schwere Namen!) haben schon sehr gute Leistung in dieser Saison gezeigt, wobei Ena auch im Spiel gegen Italien einen riesen Fehler gemacht hat. Insgesamt muss sich Bayern München eine Kritik wegen zu hoher Unpräzision in den Pässen gefallen lassen, im Abwehrverhalten zu viele Zweikämpfe verloren (Hansen, Gwinn) und im Angriff falsche Entscheidungen (Harder, Bühl, Damnjamowic), die alle Bemühungen verpuffen ließen. Auch die sonst so starken Viggosdottir und Stanway blieben unter den Erwartungen. Trotzdem eine starke Leistung in der Champions League bis hierhin, Blick nach vorn und viel Erfolg!"
4568qaQCpEY,"Pity the game was at Meadow Park. Should have been at the Emirates. Nevertheless, I expected Arsenal to win this one. This is a completely different and better Arsenal than the one that lost 5-2 in Germany.

Bayern did not lose this group in London. They lost it after the draw in Norway. Those were highly expensive points thrown away. If Bayern had won in Norway, this 3-2 loss would still bring them the group victory due to head-to-head result. Now Bayern will face a group winner = Barcelona, Lyon or Chelsea. Just like the She-Wolves, who will face Barcelona, Arsenal or Chelsea.

Having said this, Bayern and the She-Wolves have to batter themselves up, otherwise quarter final will be their terminus and Barcelona, Lyon and two of the English teams will proceed to the semis.
On a positive note: quarters are March 2025, so there are still three months of time to improve."
4568qaQCpEY,That's ma galz❤
4568qaQCpEY,Great game
4568qaQCpEY,Zwei gute Mannschaften? Das erste Tor ... was macht die da? Und was machen die im Tor? Fragen über Fragen.
4568qaQCpEY,YOU FOUGHT FOR IT ❤❤❤
4568qaQCpEY,"Rene you've got my love, respect and support"
4568qaQCpEY,Zeit 07:18: der Strafstoß hätte wiederholt werden müssen da Spielerinnen beider Teams vor Ausführung des Strafstoßes in den 16m-Raum laufen. Damit verstoßen beide Parteien gegen die  Ausführungsbestimmungen.
4568qaQCpEY,Visca barca somos un imperio en el femeni
4568qaQCpEY,Arsenal 🔥
4568qaQCpEY,"also das erste tor ist ja mal wieder kompletter frauenfussball slapstick,die beiden torwärte sind jamal sowas von schlecht"
4568qaQCpEY,What did I just watch? Turgid football and goalkeepers that I just cannot believe get paid actual real money
4568qaQCpEY,"Arsenal en bueno en casa, pero fuera pierde la magia"
4568qaQCpEY,What a turn around this interim coach has done
4568qaQCpEY,Bayern should've played Tanikawa
4568qaQCpEY,"Pure Englische Fankultur bei 2:58, ein eigener Chant für van Domselaar. Gotta love traditional English fan culture, if only the tickets were still affordable for the dedicated, creative lot..."
4568qaQCpEY,Bayern hat sich heute selber geschlagen. In der Winterpause muss eine erstklassige Torfrau engagiert werden. Dann klappt es auch mit Titeln!
4568qaQCpEY,"Russo, awful defender, on fire in attack. Well done Arsenal, Kyra C-C is a weapon."
YDY9jOhaDMc,Juve❤
YDY9jOhaDMc,"That was the worst game from Vålerenga this season, what happened there? Attack was totally not functioning. Vålerenga Jenter what happened. We know You can way better then this. Hope lessons taken. Vi går, Vi går, Vi kjører. Dere er fantastiske, super sesong. VÅLERENGA, VI ER STOLTE AV DERE 🎉🎉🎉"
YDY9jOhaDMc,Lehmann! Schiess mal eine Flachball. Flachschuss immer!
YDY9jOhaDMc,"why does Lehmann look like she had a car crash at a chemical plant? Yuck 
also fire the commentator. or teach him the right pronunciation."
YDY9jOhaDMc,"Non era circondata, aveva spazio a volontà e ripeto poteva fermarsi. Oppure tirava al volo col destro... io avrei fatto così e sarebbe stato poker bianconero"
YDY9jOhaDMc,Nessuno che dice delle 200 presenze bianconere 🤍🖤 della mitica Bonansea ❤️
YDY9jOhaDMc,"Sofia Cantore potrebbe giocare nella prima squadra maschile come attaccante, senza sfigurare! 😍👏🏻 Grande sprinter Alisha e che palla che gli ha dato la Krumbiegel!"
YDY9jOhaDMc,Linda arbitra 😍
YDY9jOhaDMc,Anvedi il pallonetto di Sofia. 😍
YDY9jOhaDMc,Alisha Lehmann is a sprinter and great addition for the team.
